highway_type,lanes,maxspeed_kmph,temperature,humidity,visibility,wind_speed,hour_of_day,is_weekend,safety_level
unclassified,1,61,28.55717584120253,48.69174250369311,2616.220125790414,7.382264710473469,16,1,safe
motorway,4,77,22.640998845395387,43.72081149182388,4255.830478818138,6.405173589861452,23,1,risk
trunk,1,65,34.91475894833876,71.99711446222122,7049.472084851263,19.894816735902527,11,1,risk
service,2,95,16.923706150904348,73.76209082361595,3348.711407999846,3.876040418193605,21,0,risk
residential,2,71,36.13002803298291,48.81525131290103,1357.8990752536592,13.056081501370109,20,0,safe
secondary,3,97,37.10115375059907,35.55040271958984,4172.403660061118,17.487805269179844,7,1,risk
tertiary,6,59,-2.9466241616062105,51.90567211558356,4391.855302049346,18.601066074977883,4,0,risk
residential,4,38,29.42499503826832,24.65548764067549,9160.615903502157,11.058805743277611,21,1,safe
unclassified,5,30,42.743264033159704,79.03175333566148,5588.105119862867,15.293018655858805,22,0,risk
trunk,2,115,-4.280325568512207,29.2858112405533,555.4261560153523,1.0182200579742533,13,1,high_risk
tertiary,3,119,33.16822115019555,84.55303816406236,3528.412778785068,11.616845323490285,4,0,risk
trunk,5,63,8.044681167085697,21.22436322323078,9341.019449986881,12.525997097881481,23,0,risk
secondary,3,109,27.12096391031578,22.120904843329747,5899.178254607286,23.50575603562394,23,0,risk
primary,3,62,35.56020883680015,85.65115805951643,6296.8027340055705,20.5106710942817,7,1,risk
secondary,2,41,0.03890006887133257,21.45774605212398,1034.985311483691,17.075169335408923,16,0,risk
tertiary,4,119,12.031228473212,40.85556225887225,5010.7707975047215,17.322258967298485,17,0,risk
tertiary,1,118,35.17404651924243,42.562765805704515,1856.651483419256,18.76536879102146,2,1,risk
unclassified,1,53,38.3558303604861,64.94933537150189,2462.108911924368,16.996119497506147,22,1,risk
motorway,2,91,19.828059534153883,51.169446897536275,3046.5882276421776,2.4996221790465842,3,0,risk
motorway,4,38,10.965681879520744,96.0049573640644,9511.010754681805,14.335947203082153,14,0,safe
tertiary,2,54,22.685152617290036,37.01823160193832,9467.325974528734,19.532401261780063,6,0,safe
trunk,6,43,22.476444116186777,55.32244010987016,8888.271409307168,8.772875313801967,17,1,risk
motorway,4,46,0.056133806139512465,26.728544489199795,7039.594401445288,1.8190751591048382,17,1,risk
trunk,1,66,6.661403621226391,66.50443337814258,8645.071367691138,22.00899921596042,16,1,risk
motorway,3,65,13.81297927654579,26.6800573358935,7793.754467681624,13.960106243395126,9,1,safe
service,3,74,-4.432317761629046,57.4928513595301,657.4024292501898,2.970447906701798,8,1,high_risk
primary,3,91,15.011144643601241,58.21719127041821,920.6240847642068,13.20925303243023,20,1,risk
secondary,6,74,-2.8420044024711943,91.29144909584569,5324.240979954368,24.82411990298251,4,0,high_risk
primary,6,47,3.3107715954626453,37.3447285269193,3015.490073710356,24.895784375734266,21,0,risk
unclassified,4,104,9.048159479611517,96.0329187261247,8913.611460520071,11.391418819642823,20,0,safe
secondary,3,37,12.66761140130264,66.69248894806977,869.5729059533498,24.359870191654164,21,0,risk
motorway,2,113,25.139094101164925,41.676611401210394,1418.532739715122,1.9050094899790788,5,1,risk
unclassified,3,54,15.912151814530944,94.61827866832107,8674.032506054044,1.1304667526547352,22,0,safe
residential,4,78,13.836948496897037,79.96626399808576,3990.5955448907052,20.72910551766286,16,1,risk
trunk,1,30,-4.3164017586501355,26.028724828196985,6947.972531972229,13.358656875736576,4,1,risk
tertiary,3,82,42.238286494121404,87.97179125419292,2548.746207257657,11.263603382752338,13,0,risk
tertiary,3,91,38.91103337395961,80.5599305737783,564.2750311330772,6.716812050632684,6,0,risk
trunk,3,32,21.00817505559967,88.1745200254832,5563.877703867407,14.023449288384656,16,0,safe
service,3,114,26.968067848712117,84.40357340154895,9041.1954808986,15.4315928024323,1,0,high_risk
trunk,3,108,16.873746101186452,92.33269555949987,3547.7291235306734,12.84973722899527,23,1,risk
residential,3,80,29.88209357467317,83.71774205391019,4647.533398667108,21.05228537546774,16,0,risk
unclassified,1,35,19.63090469964348,46.300128823000655,6370.668457735585,6.003640469454827,18,0,safe
service,1,104,1.9413586324705072,71.26997958425717,1900.6128355515339,8.64168208309658,2,1,high_risk
primary,4,79,25.09676977704801,37.90792527250565,8235.727304760047,8.627065695559669,9,0,safe
tertiary,3,34,18.038938401636287,36.5066974724634,3706.271624375947,12.585431771371422,12,0,safe
trunk,4,115,-0.9120484025564046,89.88628992854218,9216.63676526495,1.5269489963715936,3,1,high_risk
motorway,3,81,5.467466166835514,49.63776822331056,4896.777553391111,15.456369288257399,22,0,risk
trunk,4,43,2.3869545953113347,30.64935428699826,6902.938503492978,21.11101681584072,10,0,risk
tertiary,5,67,21.630863322751157,39.39764029077837,2765.5079863988717,9.432104077615566,9,0,safe
motorway,2,119,21.766778200776177,38.657312923984094,3494.9759563547764,11.849248535763904,9,1,risk
tertiary,3,115,24.342055901043956,79.6351579347464,4373.429507673826,3.189507569889094,8,0,safe
secondary,3,88,12.804836294892311,98.92121990343837,6097.170711633183,5.930669793399862,21,0,safe
residential,2,33,37.54087589180731,27.03100996321151,8078.06237873732,1.3913372339243835,8,0,safe
primary,1,65,44.86277673841972,91.72882103792166,5802.3843362760335,22.93489032713829,14,1,high_risk
motorway,3,80,36.04307365766763,77.47658166692429,5396.863647244614,11.915487103160299,12,1,safe
residential,6,97,16.27182193082084,60.6088302947564,2499.856350909294,2.8709206184800884,13,0,risk
tertiary,3,106,21.629471627579292,24.145882945794153,3432.382354119814,3.360366923474356,22,0,safe
trunk,2,31,-0.6065944378671597,31.10598187536163,126.83790420186374,2.917401603542033,14,0,risk
service,4,78,37.536373000822735,79.67796204389745,4144.331100065578,23.323451677498866,10,1,risk
secondary,2,30,32.056032464502955,65.95784905439295,8434.104889906894,3.4943094156572374,8,1,safe
secondary,2,114,4.320249339407205,38.85533968519998,6374.209780829755,22.6966532615629,12,0,risk
trunk,4,68,30.6891227427663,91.97339562337385,6278.6052874001925,13.494526547865826,14,0,safe
motorway,5,95,22.17764305569943,92.51776887716376,6279.956159548522,2.922451017709102,5,0,risk
primary,2,93,3.336537999669158,90.29032922987506,5004.69390139926,18.536522778476137,3,1,high_risk
motorway,2,56,32.19731462863385,22.682594778862352,5741.907880226034,19.061467143517262,9,0,risk
residential,3,76,37.32261458672591,30.199092986558593,4033.144176547636,19.93238414448884,4,0,risk
secondary,4,31,-4.389846384097774,67.87541609641816,5698.5326384974405,17.904476868323805,4,1,risk
residential,5,67,6.36754915149935,53.88774899363863,2950.5032031096885,15.37375657881636,12,0,risk
trunk,3,89,24.648145262941078,28.177013138015965,9195.63017038139,19.752115928102167,4,1,risk
trunk,4,60,25.335752319142795,53.93045370419088,7390.797932684756,23.359175369225373,21,1,safe
motorway,1,50,3.276025518364488,34.90567035952965,8391.158811124671,8.303660316373474,21,0,risk
unclassified,3,76,-2.2619180588984333,46.815779331672076,8048.249141120314,0.11580057511507147,8,0,risk
secondary,3,104,41.148011589924245,57.25600978550506,4860.286083081828,22.96136812348253,10,0,risk
primary,1,53,23.88159770457736,33.24106539423791,435.40368644129035,7.786829278318935,10,0,risk
secondary,2,78,3.901798343487572,96.88562539755641,1571.7610047558182,10.365603093175594,7,0,risk
motorway,2,116,16.33944526683747,83.98256176594155,3558.9312905883967,11.705795711034483,16,0,safe
residential,4,48,-1.7145680285823817,82.04220933560084,4587.559464005473,13.109756733189501,16,0,safe
residential,4,33,4.096406524763555,88.94284968108138,9466.543075122963,9.332732906993824,9,1,risk
trunk,3,116,43.94657178079806,87.18310875652564,8683.238224114082,10.199612384121117,22,0,risk
service,4,101,0.20542909922869246,83.99328682985515,1867.5921543379027,16.31865269629687,14,1,high_risk
primary,2,107,25.15987010884898,84.54801191700687,9630.22825369326,23.610243139431837,21,0,risk
service,2,111,-4.3499038244631985,26.840682468357446,2158.0739259456705,0.6633050968454929,18,0,risk
secondary,4,30,35.87217808692205,47.34538813583008,2668.2919909697957,9.492310204181672,22,0,safe
secondary,3,67,33.69172616006701,49.02063157327564,8624.573397749744,5.4877631270239675,21,1,safe
motorway,5,88,39.72761134470457,83.98842047578522,4309.613694245411,0.561732708002935,13,1,risk
trunk,3,102,1.9678037036412066,86.79441894394392,9845.581588965166,13.142254557567146,12,0,risk
tertiary,1,47,21.483083932754052,85.20435427219657,5031.098459758957,1.6793849978927522,4,0,risk
trunk,4,115,1.8442815034403637,92.0014913478484,8751.5117678689,14.935327554257707,11,0,risk
tertiary,2,74,36.90534815891479,52.350520123921946,7732.022632936278,10.550901488767185,1,0,safe
primary,2,82,25.15760547331941,39.627928774505676,3954.0265790155677,7.217343419267497,3,1,risk
service,3,83,18.802520109954983,73.09369322901185,9374.614419315105,18.31430243025626,0,0,high_risk
service,2,110,19.818312360061817,67.74742791335115,3409.014519087912,19.272805093645548,20,0,risk
unclassified,4,118,30.246277484447653,67.86288466145237,4650.846976335198,1.8983352592405522,17,1,risk
secondary,6,41,13.04869484700134,27.326565866130732,9181.404397076203,3.420465772974035,9,0,safe
motorway,2,91,42.908539650196516,80.67139311565452,6425.598914809192,18.975896138471246,4,0,high_risk
residential,6,111,19.471248182157023,37.69675534556818,9877.913279166805,23.601483492165332,14,0,risk
unclassified,5,52,22.79032907185898,57.856809446506674,3197.2630794053166,3.013064469661611,6,0,safe
unclassified,1,88,42.213324455671696,57.9371373325971,8634.222244794202,21.11373496337676,17,0,high_risk
service,1,60,13.234862472865291,64.85417552028112,4862.512650056456,22.124958913082025,10,0,risk
service,3,68,10.764516891530517,63.15930339002698,7928.159331905739,7.968812573301748,17,0,risk
tertiary,3,95,-3.7799609221730988,89.60790991207439,310.5671674188327,21.867541817104986,12,0,high_risk
unclassified,4,68,-4.525728318575096,24.214706878178287,976.5797650748196,0.9399193301565217,11,0,risk
unclassified,2,39,-0.41503324442849276,46.90963710627376,5272.939997181778,18.306795179616127,16,0,risk
residential,2,97,30.777665761712093,67.12868275767158,2844.9298923980587,22.758477551438357,14,0,risk
motorway,2,97,5.912694393253208,95.99689471601803,7884.815642713966,2.2352750578064877,5,1,risk
service,5,40,40.18619835876353,99.13479278506871,7459.192946646879,1.6246602370723506,7,1,risk
service,2,103,-2.6527321426093495,50.72724891929997,463.64618052347487,23.93175657458314,23,0,high_risk
tertiary,3,116,39.18929424817129,94.22018265561704,9949.58744419971,4.347381230487183,9,0,risk
trunk,4,117,39.871807402310196,57.070459857249595,6267.080091057675,18.696790102305712,8,1,high_risk
tertiary,1,85,8.280002129435303,30.361193702624334,8898.605990702874,23.891287455743836,11,0,risk
service,4,34,31.760632726172638,42.51127684620214,2601.2260302127625,0.12705349545064915,4,0,safe
trunk,1,89,0.4734430027226946,91.55839447744539,9915.605817935977,1.5379256559808763,12,0,risk
tertiary,5,96,12.390460395109653,74.24129220472508,5700.7464435583315,6.675706754235533,5,0,risk
unclassified,4,88,38.364710047990116,76.66903813720279,8386.431950800354,17.43678654173209,9,0,risk
primary,4,36,39.08185663851751,96.9052230547926,4708.153086822837,21.97678700570329,9,0,risk
primary,2,68,3.03799480241541,85.43736192952497,8338.128361781644,12.686693344020906,6,0,risk
tertiary,3,46,0.7921928390128832,50.1356289589439,189.81680606197713,20.466985512496045,15,0,risk
residential,1,92,14.607560572259828,34.359785873906674,7561.6184571001395,19.720174546768607,19,0,high_risk
trunk,5,93,30.408604432264077,25.388048117501736,5863.487555745105,8.647076423823918,23,0,risk
trunk,6,76,43.44389276428458,79.97214653943398,1387.8537772932566,18.956579898225563,6,0,risk
motorway,2,108,35.939282167854685,40.20069997507058,110.19185047177062,3.9734570819189132,1,1,high_risk
motorway,1,68,21.351204810593103,86.07366126399172,3053.9068668009268,20.998679116811797,14,0,risk
residential,1,96,42.543178112520515,32.08463134247202,4380.114530321759,23.59039800418997,15,1,high_risk
secondary,2,86,17.11493811904551,44.956159239610436,3275.3531303374616,18.110566815352925,1,0,risk
unclassified,5,53,13.426317186188058,89.14865998717096,4784.778076246416,24.20483569786804,13,0,risk
tertiary,4,108,17.684681730264135,62.42835149826049,276.83273553536185,19.91994569660069,11,0,risk
secondary,6,49,34.826864548808814,58.52178812100401,1261.3510707277053,3.129644805063761,11,0,safe
motorway,2,89,-1.7895531462432954,66.5577121531519,2763.034703907467,19.938977515929704,10,1,high_risk
motorway,1,47,29.022831317966265,51.64360671039749,9749.52853351983,18.047190698173377,10,0,risk
motorway,6,70,-3.0190587325821427,58.44055578062631,1138.8087663399313,6.051125396563187,13,0,risk
unclassified,3,49,12.300828382241978,82.06437886343649,9418.251291900626,1.8104068036585375,0,0,safe
tertiary,1,106,-1.0710751422489628,51.75386209612768,1413.8859650262975,14.188521206538955,13,0,risk
service,2,73,0.22839201672001241,70.91441996349093,7094.109692220321,0.7896536206410509,5,0,risk
service,3,105,38.54845618730428,77.12695457059422,8037.108022390939,8.486254813570152,6,0,risk
unclassified,3,87,34.1916276709431,58.47230651591879,503.4656503154804,4.099987024737431,13,0,risk
residential,3,41,2.977234005659417,89.74268532737614,2270.218474844639,24.396631395478284,3,1,risk
tertiary,4,84,-2.8169171146319405,32.93380353174421,306.5252789862272,16.331575480933253,4,1,high_risk
motorway,3,57,4.977122546457256,74.41825939450331,814.7642488938409,0.7663125551451516,0,1,high_risk
motorway,5,60,15.79536830734704,87.69962336152395,6324.771700238856,18.383757466643814,19,0,risk
trunk,5,65,-3.5302777121746356,51.64121358792122,6101.268264255598,14.943089131396608,3,0,risk
trunk,6,87,40.61816728083455,36.85297512045332,6267.36917727848,15.789005502313014,14,0,high_risk
trunk,4,116,26.627026661315305,49.827890975114755,5174.890531537471,10.325779366192425,5,0,risk
residential,1,43,20.74086769648451,48.73866955198125,5970.213429205782,4.088096814625569,1,1,safe
tertiary,2,69,24.93569900500538,51.73278210748496,2446.575785372528,5.866850956538777,9,0,safe
residential,2,39,28.469520072968066,31.660525459580136,4549.394968616003,14.697109277759674,11,1,safe
unclassified,2,57,-3.1664286533228516,78.91216120525124,6671.664823455871,11.865771893745347,16,1,safe
unclassified,3,108,22.907012479693144,63.192467160177,438.4588827976659,24.66732450892904,8,0,high_risk
secondary,1,30,1.10549570050134,56.175922262674824,9345.362673526259,7.9039026244187625,16,0,safe
secondary,1,82,18.994854079603662,74.87741887863874,272.0599228362484,8.078266426756963,6,0,risk
service,3,52,28.34321287730522,31.172100380505032,396.73853973951174,7.698248539779772,15,1,risk
secondary,4,114,-0.3049642105290804,73.8081694580101,4493.127171115254,21.703556359437634,21,0,risk
motorway,4,119,13.714838356989631,21.401279268964977,2517.0581751815052,20.771929783542635,14,0,risk
secondary,1,118,29.476337551578055,74.12107086217972,2235.1840087374,16.47213675581643,20,0,risk
motorway,1,95,44.97068628853333,23.856963108844482,9774.024423791041,10.172699018071766,15,1,risk
tertiary,3,104,38.9257780650674,52.331225732082636,3337.628299476063,16.689834639089618,5,1,high_risk
tertiary,4,112,38.44503127702855,50.05378015053812,3039.00581814678,16.22686646985983,20,0,risk
secondary,3,44,29.773360334493105,51.08464810162766,4542.066863963053,5.938603271858186,16,0,safe
residential,1,101,28.410639927750815,69.55922768076917,4688.591033625667,9.494644504480746,7,0,risk
residential,5,55,0.44591709233657184,31.91934847761558,5313.5755929627,6.151741469949956,3,0,risk
unclassified,3,75,30.90615381132472,96.44189567639478,280.50256849598014,4.894449642088652,22,1,risk
tertiary,5,54,27.734654071567412,50.40596071497642,2051.8258530714857,11.979580736089998,18,0,safe
tertiary,3,81,28.504801730547086,94.36847019375914,5369.376112056498,14.523301331569943,9,0,risk
trunk,2,106,15.677455076267577,29.750887466955803,1893.3785603933352,17.02794634912457,9,1,risk
service,4,85,34.67036290739186,34.81827572379277,9185.749642796636,10.613185629909047,21,1,risk
motorway,2,74,26.657568779701116,96.11226737653256,6055.957019448679,20.479721485669756,21,0,risk
trunk,2,39,3.738672141368859,48.861801528847984,9068.321937398827,19.248617506291975,16,0,risk
tertiary,2,53,36.13071592568392,53.89906029190102,6708.744002985558,2.3883828458667047,3,0,safe
service,3,76,6.761779240099241,89.5407699720842,4781.630459768503,13.38395254606652,21,0,risk
service,2,100,22.334870635703503,38.555767689278035,3969.969359464595,14.861908379654325,1,0,risk
service,4,96,17.135848338976356,55.663273166178314,7272.716828846319,0.395527294139561,23,0,risk
primary,3,71,40.27623961648369,81.80981819595061,2722.4649276436608,16.132245938142923,3,0,risk
unclassified,2,99,12.749815291596864,25.55390741968747,5238.691929991876,1.6903140898053726,4,0,risk
unclassified,3,101,27.54386845235971,62.636622924106824,3310.9041558422186,8.325047826454949,5,0,risk
secondary,4,110,44.77402453521285,55.70818809581137,3402.338539774784,14.511875167916866,3,1,risk
tertiary,4,84,21.791384223654063,27.73411597173757,4558.672268956033,18.904083222381153,16,0,risk
unclassified,4,45,14.126314012200414,29.586320161411706,9744.229823417354,0.5006588981456117,19,1,safe
secondary,2,59,21.04789886360211,69.88685504022078,982.3318779485645,18.881760512420197,0,0,risk
secondary,4,43,0.8824514236779315,38.1885840076879,3482.5775687795162,9.522738137774681,1,1,risk
motorway,3,96,14.849075853714172,55.77620324038685,6045.883900270112,12.891985692412444,2,1,risk
service,6,41,41.52976073219581,29.309311830838087,8192.752114062798,9.515582336914502,23,0,risk
residential,4,109,5.599124545111927,85.49880032594162,3293.0269806795104,0.5723456244030062,1,0,risk
residential,6,39,36.124028181718046,30.601973819347876,8633.943374498964,23.06892976283486,13,0,safe
unclassified,4,81,20.12830382317212,51.89304222178505,1549.1025224062662,9.188360557288286,7,0,safe
secondary,1,97,-1.0017302820349028,82.13789043773542,1308.1470160315107,14.857268764044369,13,1,risk
tertiary,1,35,-4.98337469397553,21.41502476906058,6065.276322044363,9.119955478613237,18,0,risk
trunk,3,31,19.230079350943235,80.34028354750905,6233.027738935118,7.433876205920972,22,0,safe
primary,1,57,10.163757378379778,28.083664880851735,6952.397282771906,1.5572949532515672,3,0,safe
unclassified,4,81,3.6876297831147262,72.4578938049325,8495.357263969074,18.107936741916532,4,1,high_risk
residential,4,36,21.275231098432002,58.530787722788986,1851.1827369241585,9.67696900839077,4,0,safe
trunk,1,50,-4.0403861588471655,40.785056699602734,7626.869248909136,3.4277426432249762,6,0,risk
tertiary,1,114,4.942813888764796,25.16933438752689,522.0687719416242,9.285214191253518,16,0,high_risk
service,3,84,2.461888897508806,30.17598101499597,8660.137882190134,6.086949210121681,17,0,risk
motorway,3,58,17.97233842029933,82.80132350696455,8931.638420508321,23.88336716259821,16,0,safe
motorway,4,89,-1.1791570280974284,42.34941711477731,9310.156959894453,6.326460820019614,7,0,risk
primary,3,37,39.75588703532682,70.93357457337659,6177.942489124612,1.666301014017249,23,1,risk
tertiary,4,94,17.163654372180915,23.826465631528436,476.4162975508036,18.655181437045965,0,0,high_risk
unclassified,1,46,42.82506991497401,79.00066875672056,3597.188944170435,7.41338953219138,10,1,risk
primary,4,57,12.74206801284452,52.97047442102173,5541.198832817352,20.763361410120996,7,0,safe
residential,1,110,9.772238873871013,81.53785182705069,6284.169331657211,9.548490991322398,17,0,risk
secondary,3,107,-1.5372846857070033,96.78612144607432,4834.7274163016455,22.39536493429705,9,1,high_risk
secondary,3,31,25.094079481816106,66.59381265657971,7505.9244763523675,20.29424470225344,1,0,risk
service,1,47,6.2307805921925965,49.77336190700107,4377.56114114754,10.985124742361304,17,1,safe
residential,5,73,4.873524492996866,90.95399201674157,6493.52704528654,7.147669730979003,22,1,risk
secondary,5,47,26.803538186491252,37.68506971629827,9786.1330601259,18.704797649474937,13,1,risk
secondary,1,115,32.65936679567014,41.546503864162005,5441.6065829055005,18.19867941826858,1,0,risk
service,1,79,5.675568315533596,60.46821543614632,8422.95997731088,18.320038619156264,10,1,risk
motorway,3,92,0.2965356279246478,32.12554972701389,1028.1935143910105,14.429319582188752,4,0,risk
trunk,3,101,7.333943226081152,78.11693720904039,9918.918518358698,2.4794524896803978,9,0,risk
motorway,3,75,25.79927251300895,35.04197876923329,3618.3072299888204,19.59479461213493,19,0,risk
trunk,4,83,36.63402346735216,20.882529140997264,7520.500296241994,18.96690975277512,19,0,risk
primary,4,99,38.83253809141003,99.70674701017978,3746.2643520177985,11.215265773863564,19,1,risk
residential,3,66,28.15210022502461,20.150390681992853,1865.8885846425653,0.7267845085988434,13,0,safe
motorway,2,46,24.410113347419525,58.4778311908899,6459.022706461751,1.6213398620742088,15,0,safe
secondary,3,53,28.82339686131811,84.39911997446158,2771.2251292693218,20.62623525450155,16,0,safe
primary,1,105,34.24484885557338,76.61447477927325,7907.288150256823,12.931726411040234,15,0,safe
residential,2,84,6.792879957184354,49.71376014984366,719.1680462839475,20.034172895487977,14,1,high_risk
secondary,2,62,16.0624026647036,70.89418917665861,7877.951018994297,2.958404773084683,5,1,safe
secondary,2,38,42.51563764652958,36.23490940599218,5698.94465272226,24.491167875847086,2,0,risk
motorway,3,99,20.90393831194077,43.898045887101844,9412.72452664187,6.482418971644344,13,0,safe
tertiary,4,66,19.045300037653483,54.81443194042854,9379.797612737058,17.650475191600616,3,0,risk
service,3,30,34.01065317150512,20.56233630508953,667.0744856684712,5.630592556712244,11,0,safe
service,5,118,42.8307310541729,25.516641308513694,664.8417393974178,7.054676867330004,6,0,high_risk
secondary,4,39,8.59748630643155,80.7518609934371,4552.424440260346,19.41776392387953,11,0,safe
secondary,1,113,25.984972009970786,64.95942779734455,3524.612430266773,7.879738027433975,6,0,safe
service,1,104,43.16972171067752,64.81345467694736,9374.54237412761,1.3064469821505942,11,1,high_risk
residential,4,87,43.97754201908784,31.597205790385363,7279.041702756036,4.779767536619725,16,0,risk
motorway,5,41,12.475318604340938,29.12766279103467,1597.343604475852,5.632923248780878,9,0,safe
residential,3,110,44.0258411000553,38.19275966891031,4099.380975632828,13.563645084885573,6,1,risk
motorway,3,99,37.345936404427995,54.29044375763806,1495.500312465516,16.604697862635433,1,0,risk
unclassified,3,68,22.271593470345273,24.98184847055085,5173.776222826284,20.160090430820986,9,1,risk
primary,4,93,11.988873578094253,89.77085600179812,5493.992814936705,18.96062544672778,19,0,risk
unclassified,1,108,38.97909274757646,89.64627400368056,2464.082492677239,11.280983604524703,16,0,risk
motorway,1,32,40.461010293078004,63.09614383621714,5028.3438295394735,2.6368424989157644,19,0,risk
primary,2,48,17.053607912539185,35.648741843561204,1948.5606281531107,2.350902610856659,8,0,safe
tertiary,2,38,14.798523633122745,93.20720547256346,5376.985785736785,3.9488705708837,19,0,safe
trunk,2,32,13.15503683170052,91.77490727716952,1771.6566461090927,12.676277596636027,0,0,risk
unclassified,5,77,2.6052141611136435,55.22587346946792,6191.45044819104,2.0866021247345823,8,1,risk
residential,2,30,15.888048963754986,98.72882552291982,6712.407988155908,15.866781831348536,3,1,risk
trunk,3,56,29.343049883751455,27.442438916802175,390.70517511368394,20.57396115553715,4,1,high_risk
secondary,5,79,0.5374222659479058,80.76659280917055,9881.849109862462,22.53240026936622,11,0,risk
tertiary,2,115,36.41246262186092,46.81664378966982,1820.2397720438637,17.80035050826952,23,0,risk
motorway,2,81,40.26799371389352,79.1737040581411,1993.4781373544083,15.344435470392476,22,0,risk
residential,4,40,37.186866320336215,40.31798996576198,408.0444391818411,18.48236837911933,1,0,risk
unclassified,1,76,3.7440718587979696,88.4589807124629,2349.0776145327973,20.9260281310735,22,0,risk
primary,4,54,5.776493439566593,48.8302255944278,778.2035256070977,19.078882281472236,20,0,risk
residential,5,46,33.30323882676513,83.0757874602639,6683.350544412353,6.507171439150075,0,1,safe
primary,3,75,18.017913560096314,89.16508876181359,5511.817379859106,9.510013724260242,13,0,safe
motorway,1,117,-3.641249195457792,97.29947285654386,1361.794198286403,17.69220815826547,13,1,high_risk
trunk,4,57,-4.0996722199772755,97.02482856592208,7294.0428214962,7.618777384653333,22,0,risk
primary,5,43,5.922159144165356,29.61977812093405,776.5752617693779,6.582894593830002,8,0,risk
unclassified,2,43,24.91787421488794,43.77902461668938,3069.1992039191487,18.579829968290085,3,0,risk
secondary,5,115,39.615124906982615,34.82641436229716,881.7947056892033,5.987754247738453,16,0,high_risk
secondary,3,93,34.45804232943657,65.86794765081744,6622.368194386699,6.307681245985163,4,0,risk
motorway,4,102,40.48134097182962,73.53602103504628,8309.93931323588,21.97447250705668,0,0,high_risk
service,3,105,40.53382897175698,57.15465889804342,1461.4853706884523,8.520392494746165,19,0,risk
unclassified,5,67,24.584858115316276,76.2107018468413,2450.591336910582,12.809094438644767,3,0,risk
tertiary,6,95,8.578438237551993,57.83177062487239,9840.019097268834,6.7239736456617765,5,0,risk
